"cluster_number","position_number","development","analysis","product","information","design","model","modeling","insight","communicate","report","understand","implement","data analysis","data mining","analytic","processing","presentation","recommendation","pattern","optimization","improvement","business problem","documentation","extract","develop ... model","large data set","transformation","prototype","interface","decision making","evaluation","forecasting","statistical method","statistical model","decision-making","simulation","data collection","ownership","quantitative analysis","drive ... decision","solve problem","identify opportunity","predict","mapping","identify ... trend","data infrastructure","design ... experiment","formulate","forecast","test ... model","develop ... system","data gathering","test hypothesis","complex data set","cross-functionally","provide leadership","validate ... model","build model","manage data","collect data","construct","analytical method","exploratory analysis","data wrangling","data aggregation","financial model","manipulate ... data set","manipulate ... dataset","key decision","engineering design","product launch","build solution","cross functionally","product decision","normalization","business recommendation","due diligence","ensure accuracy","drive ... model","data sourcing","problem statement","product leadership","discover pattern","mine data","explore opportunity","experiment analysis","monitor ... metric","quantitative information","support platform","evaluate ... metric","provide mentorship","go-to-market strategy","cost-benefit","product operation","build dashboard","evaluate ... experiment","requirement specification","ass ... improvement","ensure data integrity","prioritize lead","cost benefit","visual display","ongoing deliverable","non-routine analysis problem","define metric","track ... activity","ad-hoc exploratory","manage decision","create rule","architect system","tactical initiative","automate report","transform data set"
0,770,0.01244138016178889,0.002346703573658424,0.013818420110113834,0,0,0.01059870439658658,0.002781320852813536,0.012567762712393732,0,0,0.007197533607685874,0,0.005081376763581045,0,0,0.005592767420105205,0,0,0,0,0,0,0,0.010594892228434348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142872672483401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8209,0,0,0.0048555700025911435,0,0.005272270072268872,0.02793160364443395,0.002931933895384666,0,0,0.007491972636001549,0,0,0,0,0,0.0058956248616271485,0,0,0,0.007220248582630116,0,0.010282131993251425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01484852877700968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,773,0.006210056422636506,0,0,0,0,0.00793544021488021,0.004164849687290013,0.009409709517997359,0.010288425037341498,0,0.01077784519715013,0,0,0,0,0.008374810700875488,0,0,0,0,0,0,0,0,0.015896989882954553,0,0.016125421206835213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,775,0.006340109960283344,0.0008969076485710208,0,0,0,0,0,0.00480338574871593,0,0,0,0,0,0,0,0,0,0,0.006854950459618183,0,0,0.007455891523902212,0,0,0,0,0,0.008254375428140545,0,0,0,0,0,0,0,0.007028365936320345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,779,0.00498337861075769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8322,0.011352759397632362,0.001070683505481656,0,0,0.009127617562615485,0.0048356588809426275,0.005075910556384703,0.005734041737529641,0,0,0,0.013236644844497547,0,0,0,0,0.0076979823197175215,0.008163130452557099,0,0,0.008394395301059713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02291219560113619,0,0,0,0,0,0,0,0,0,0,0,0,0
0,783,0.0035827248592133687,0.0030409945717822183,0.00795853781489791,0,0,0,0,0.021714714272301597,0.005935629829235479,0,0,0,0,0,0,0,0,0.01545681505809628,0,0.005917185968605155,0.007947356498044698,0,0,0.009152983818647424,0,0,0,0,0,0,0,0,0,0.010623858892363596,0,0,0,0,0,0.011941073191506254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,784,0,0,0.007023461570327659,0.0036216845940715264,0.003813103942606991,0.004040237185121778,0,0,0.005238232068620345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,785,0,0,0,0,0,0,0,0,0,0.04150552840344858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,786,0.0038937652810743365,0.0011016679156081349,0.012974207949045788,0.008920290672214757,0,0,0.005222801858659501,0.011799957273372895,0,0.0066729145343164915,0,0,0,0,0.007259569042764124,0.005251087095404244,0,0.008399362523531418,0.00841990699541526,0,0,0,0,0,0,0.010110794647372561,0,0,0,0.0105034824756576,0,0,0,0,0.011807187928569527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01683204548984296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020364549466096723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,790,0.005131190688195418,0,0,0,0.012376430593376928,0.026227302405112556,0,0,0,0,0,0,0,0,0,0.0069198647740284745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,791,0,0,0,0,0,0.010526604366677829,0.0027624003027943963,0.01248226772795568,0,0,0,0,0.005046809574713147,0,0,0.005554721383233741,0,0,0,0,0,0,0,0,0.010543921861143325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,793,0,0.0018825204491985162,0.02217021248435846,0,0,0.00850225737308594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01794825851609623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,794,0.002250856881810629,0.0006368377727771932,0.004999973571441437,0.0025782624526568673,0,0.005752456661344389,0.003019128955470455,0,0,0,0,0,0.0027579219609027233,0,0,0.0030354797150013383,0,0.004855393577729129,0,0.003717488582506584,0,0,0,0,0,0,0.005844715864930978,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007645060355449222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,795,0,0,0.004453618843436247,0.018372254298402578,0,0.005123876959939208,0,0,0.006643188351925801,0,0,0,0,0,0,0.005407576445929536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,796,0,0.0009490823317288918,0.014902968318202179,0.0038423966745966607,0,0,0,0,0.016672378523115726,0,0,0,0,0.005878059082221988,0.006254088565926988,0,0.006823696239084783,0,0,0.005540190740688482,0,0,0,0,0,0.008710407577099353,0,0,0,0,0,0,0.009739031659422468,0,0,0,0,0,0.021130206880999616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,797,0.0032817371339136005,0,0,0,0,0.004193525316806615,0.0022009368266166732,0.009945221441785827,0,0,0,0,0,0,0,0,0,0.014158275039665427,0,0.02168031281721997,0,0.007718565209026138,0,0,0,0,0,0,0,0,0,0.007946420070000864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8325,0.003996570965063098,0.0011307548572743562,0.004438920431411705,0,0.004819864059466923,0,0,0,0,0,0.006936237008066916,0,0,0,0,0,0,0,0,0,0,0,0.009569112075722874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,800,0.003918967645353135,0.0011087984522787377,0,0.004489013590710015,0.004726274466079216,0.005007802077351588,0.0026283032007169984,0,0,0.006716104919651874,0.006801552794318043,0.006853926133073164,0,0,0,0,0,0.008453727329508968,0,0,0,0.00921731573505063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,803,0,0.0014456486149963287,0.0056750754882605335,0.005852764554976348,0.006162104683622268,0,0,0,0.008465159840850599,0.008756440591444847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,805,0.0034797729954428695,0.0009845365567647411,0.01159476629929092,0.003985934481406306,0,0,0,0,0,0,0,0.006085813721608067,0,0,0,0.004692781858249196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,806,0.022786900583061372,0.0018420361384630644,0,0,0.007851714032357408,0,0,0,0.005393126027638689,0.01115740010845392,0,0,0.003988607567112003,0,0,0,0,0,0,0,0,0,0,0,0,0.00845284176164749,0,0,0,0,0,0,0,0,0,0,0,0,0.020505388935593713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,808,0,0.0011087984522787377,0.004352727801675556,0,0.004726274466079216,0.005007802077351588,0,0.0059381662006779455,0.006492695411914538,0,0,0,0.004801818818659111,0,0,0,0,0.016907454659017936,0,0.006472520574072952,0,0.00921731573505063,0,0.010012001717484885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013404626345421973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,809,0.004309469759480849,0,0.009572903136781115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008766385559820664,0,0,0,0,0.010135767125020087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021033875330562668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,811,0,0,0,0,0.003660197518843302,0,0,0.0045987302155626195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007880844950708938,0,0,0,0,0,0,0,0,0,0.01817217818025686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,813,0.013919091981771478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04529072931134929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,815,0,0.0017752265375861657,0.013937750162878204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02706944813283183,0.013567829407119928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020416028238794758,0,0,0,0,0,0,0,0,0.02326596663884018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,816,0,0.0011855319091838407,0.004653954639161753,0,0.005053352283800961,0.005354362774746162,0,0.006349111958510329,0,0.007180887267032626,0,0.0073282462806906834,0.005134124619258358,0,0,0,0,0,0,0.006920445873316755,0,0,0,0,0,0,0,0,0,0,0.011707415860991962,0.010146121127440549,0,0.012425136005601715,0,0,0,0,0,0,0,0,0,0,0,0,0.015537479450851746,0,0,0,0,0,0,0,0.01760610212603181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8516,0.006841587584260557,0.0009678494964805931,0,0.003918376269857047,0,0,0,0.015549943694995636,0.011334705549613515,0,0.0118738972510976,0,0,0,0,0,0,0.014758201948125826,0,0.005649742534995882,0,0.008045623056866227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02048220083028951,0,0,0,0,0,0,0,0.01213056246525555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,818,0.004219376315031772,0,0,0,0.005088567282294347,0.00539167540732279,0,0.012786713282296063,0,0,0,0,0,0.007393656197498737,0.007866641018465655,0,0,0,0.009124010716286223,0,0,0,0,0.010779472232414041,0,0,0,0.010986659977525045,0,0.011381822473621999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018427989854308865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,820,0.0034797729954428695,0.0019690731135294823,0.00386492209976364,0,0,0.004446582879027703,0,0.005272682057498521,0.005765065753682736,0.005963437989001233,0.006039309808747917,0.006085813721608067,0,0,0,0.018771127432996783,0.0070786044319241575,0,0.007524686998776281,0.005747151889047535,0,0,0,0,0,0,0,0,0,0,0,0,0.010102846060492847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,821,0,0.003100621916326968,0.02434376272792302,0,0,0,0,0.041513424344105994,0.009078022091771911,0,0,0,0,0,0,0,0,0.011819917397367744,0,0,0.012154780526421305,0,0,0.013998681134401945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018262817822303684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027238542893337447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,822,0.0035827248592133687,0.0030409945717822183,0.00795853781489791,0,0,0,0,0.021714714272301597,0.005935629829235479,0,0,0,0,0,0,0,0,0.01545681505809628,0,0.005917185968605155,0.007947356498044698,0,0,0.009152983818647424,0,0,0,0,0,0,0,0,0,0.010623858892363596,0,0,0,0,0,0.011941073191506254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8329,0.0075922319900571696,0.0010740398801069903,0.008432557308575214,0,0.004578115391907453,0.00485081768621204,0.0025459112508512617,0,0,0,0,0.006639069514481528,0,0,0,0,0,0,0,0.00626962024259731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01151108290214772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,824,0.007863383132559212,0,0,0,0,0.02009624470002131,0,0.011914891922139514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,825,0.0045354344659704815,0.002566432372690112,0.005037426556995306,0,0,0.01159109244870143,0.0030417441536387734,0,0,0,0,0,0,0.00794748812240501,0,0.006116434781538277,0.009226046225878677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,826,0.00232877115848869,0.003953292943316884,0.005173049579683641,0,0.005616995423147991,0.0029757900805800785,0.001561818632733755,0.00705728213849802,0.007716318778006124,0,0.004041691948931299,0,0,0.0040807294782348805,0,0,0.0047372198890569366,0,0,0,0,0,0,0.005949439482120827,0,0,0,0,0,0.0062818904806336805,0,0,0.006761135440483675,0,0,0,0,0,0,0,0,0,0.008022850070221748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014396256112914384,0,0,0,0,0,0,0,0,0,0,0,0
0,827,0,0,0,0,0.014902232755290587,0,0.004143600454191594,0,0,0,0,0.01080542436285514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016087609252804527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,830,0,0,0,0,0,0.010526604366677829,0.0027624003027943963,0.01248226772795568,0,0,0,0,0.005046809574713147,0,0,0.005554721383233741,0,0,0,0,0,0,0,0,0.010543921861143325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,831,0,0.0011382681785851493,0,0.0023041614610122834,0.004851889734280657,0,0,0.009143986823967533,0.0033326293725607845,0,0.006982324961608889,0,0,0,0,0,0,0,0,0,0,0.004731147113173829,0,0.005139050715453205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009603501013801802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,835,0,0,0.006058526534764625,0,0,0,0.0036583139145114976,0,0,0,0.009467026186685925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014714338062745557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,837,0.004892771726925732,0,0.005434314709970693,0,0.0029503410303403587,0,0,0.014827421058662506,0.004053015923801196,0,0.00424581780493793,0,0,0,0.009122125140604617,0,0.009952946837614572,0,0.00529008298095787,0,0,0,0,0.00624991622364208,0,0.006352438657238114,0,0,0,0,0.006835238755205408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011679409313754918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,840,0,0,0,0,0,0,0,0.005996383516370866,0.01311269857700387,0.006781949085530814,0.006868234684458416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012876775980677739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016343636268896868,0.016627985341252264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8332,0.006617273237235621,0,0.014699375854838761,0.0037899049167469797,0.007980430655838675,0.004227898475141095,0.0022189772924086134,0.005013369825162528,0.005481537929731126,0,0.005742294572252118,0,0,0.00579775772863972,0,0,0,0,0.014309240850131945,0,0,0,0.007921969833180411,0.008452755548368386,0.008469707724524966,0,0,0,0.00862720546051934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,843,0.0025601712524611388,0,0.014217683834225652,0.0029325691321974517,0.003087566194542236,0.0032714816953523062,0,0.007758534274881544,0.004241528292350089,0.004387476575417397,0,0,0,0,0,0,0.005207937298751812,0,0,0,0.011358167003548025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,844,0.007339157590388598,0,0,0.008406698178966028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
